,기업명,기업코드
914,하이페리온제삼차유동화전문유한회사,00439284
915,코머스에셋,00439424
916,경동실업,00435011
917,에스티엑스제이차유동화전문유한회사,00428525
918,오일뱅크제삼차유동화전문유한회사,00427128
919,케이지브이제일차유동화전문유한회사,00428677
920,인성어패럴,00436560
921,소프티안,00440697
922,동양알미늄,00439734
923,소모페스트,00327387
924,젤존항공여행사,00437611
925,바이오엔비텍,00321064
926,세원반도체,00362557
927,두원그린피아,00224105
928,미도핸드백,00447654
929,대영테크,00453169
930,아이비젠,00371388
931,한화포리마,00144340
932,신케이에스유동화전문유한회사,00437204
933,프라임유동화전문유한회사,00443302
934,우영제일차유동화전문유한회사,00436463
935,한컴리눅스,00452692
936,두산건설제육유동화전문유한회사,00441739
937,산은부동산제팔차유동화전문유한회사,00441669
938,오토피아제칠차유동화전문유한회사,00436940
939,외환카드제팔차유동화전문유한회사,00436959
940,삼성신한아하론일차유동화전문유한회사,00427526
941,현대유동화전문유한회사,00264705
942,칼제일차유동화전문유한회사,00387714
943,백두건설,00300946
944,리엔텍,00402086
945,대양건설,00452461
946,건양콘크리트,00100948
947,맥스미디어,00365572
948,루넷,00400486
949,충일아스콘,00417909
950,태양연와공업,00153816
951,제동,00414586
952,농협축산유통,00187637
953,동서D&S,00415035
954,에스앤제이,00235864
955,창영물산,00416043
956,태화건설,00174280
957,동방코리아,00417352
958,영텍스타일,00238223
959,미진시스템,00248530
960,고려소재개발,00234740
961,아이앤알코리아기업구조조정전문,00417565
962,건륭실업,00192958
963,충주공용버스터미널,00387459
964,푸른도시개발,00415761
965,로고스이넷,00404011
966,대광종합건설,00168553
967,굿윌씨앤아이,00309804
968,아라아이디시,00408600
969,디엠아이디,00418731
970,웅보개발,00363121
971,광복산업개발,00230577
972,리빙티브이,00295671
973,산은부동산제삼차유동화전문유한회사,00418759
974,신라,00211448
975,글로만,00406170
976,서림개스실린더,00301060
977,파인에셋홀딩스,00242350
978,세일,00134352
979,한일밀라노.존,00420569
980,첼린저이차유동화전문유한회사,00422141
981,휴민텍,00422178
982,템플턴스트래티직이머징마켓츠펀드엘디씨,00419891
983,신한파이낸스,00419907
984,코오롱모터스,00310989
985,큐마트솔루션,00420976
986,나은미디어,00421072
987,BystronicLaserAG,00423706
988,코브코유동화전문유한회사,00384425
989,칼스버그에이에스,00350297
990,아이엠씨마케팅,00421124
991,글로벌채권프리미엄혼합형펀드,00434632
992,KTB밸류코스닥혼합형펀드,00434650
993,KTB밸류코리아혼합형사모펀드,00434669
994,삼성팀파워90주식형뮤추얼펀드,00434678
995,스톰홀딩스,00429658
996,아이넥스테크놀로지,00118831
997,세종토건,00205483
998,부평유선방송,00434492
999,KTB온누리혼합형펀드,00435622
1000,미래에셋인디펜던스오십혼합형펀드,00435631
1001,KTB드림코스닥혼합형펀드,00435695
1002,유리리버스국채인덱스혼합형펀드,00434845
1003,유리비너스채권형사모펀드,00434854
1004,세이프알파헷지채권혼합형펀드,00434863
1005,알파롱숏30혼합형사모펀드,00435020
1006,맥쿼리IMM마켓플러스채권혼합형펀드,00435154
1007,맥쿼리아이엠엠플러스알파혼합형펀드,00435163
1008,맥쿼리아이엠엠베스트채권혼합형펀드,00435172
1009,코스모스유동화전문유한회사,00431583
1010,우리쉽모기지제일차유동화전문유한회사,00429199
1011,산은부동산제육차유동화전문유한회사,00428905
1012,디더블유씨삼차유동화전문유한회사,00433110
1013,파이오니어유동화전문유한회사,00430849
1014,오토피아제육차유동화전문유한회사,00432032
1015,로쿠스개발,00393432
1016,신하나로제일차유동화전문유한회사,00442853
1017,지유,00309442
1018,새한종합금융,00130055
1019,금성건설,00441429
1020,현대케이블,00301219
1021,씨앤티스,00298890
1022,경도산업개발,00441942
1023,현진,00407355
1024,코코스,00240699
1025,한국아이스크림,00443889
1026,카포넷,00403818
1027,에이스텔레콤,00360993
1028,씨투커뮤니케이션,00365633
1029,지청이엔씨,00452896
1030,이토스템,00413790
1031,대한종합건설,00452294
1032,대원주택,00192374
1033,선일기업,00181776
1034,고려식품,00168191
1035,유니버스토건,00454007
1036,아이디스,00363963
1037,윌로산업,00197412
1038,미농상사,00233282
1039,인테그럴에스에이,00376417
1040,에스디윈테크,00453512
1041,한국다까미야,00223744
1042,보나벤처타운,00415664
1043,유림섬유,00184515
1044,남강어패럴,00176622
1045,대건디앤씨,00449306
1046,화인종합건설,00416441
1047,크레디온,00383709
1048,시스콘,00446813
1049,희라통상,00416098
1050,티아이엔시,00230489
1051,덕우산업개발,00301033
1052,한결인포텍,00420994
1053,리더스초이스,00422220
1054,파산자나라종합금융,00116958
1055,다이아몬드에셋,00418962
1056,밸류투자자문,00374002
1057,케이비텔레콤,00245135
1058,롯데,00421294
1059,광윤사,00421300
1060,패밀리,00421319
1061,에이치에스에프원유동화전문유한회사,00422275
1062,지알엔홀딩스,00422293
1063,고려원,00102946
1064,글로벌리소스네트워크,00418795
1065,시넥틱스,00312756
1066,제이앤드씨캐피탈,00420000
1067,ThePlatinumInternationalFund,00421346
1068,파산자동서호라이즌증권,00288413
1069,유상,00204138
1070,싱글유동화전문유한회사,00421382
1071,마이다스관광호텔,00338204
1072,세라테크,00309929
1073,보광씨에스,00419138
1074,한국산업기술진흥협회,00420116
1075,크리스탈사모M&A펀드2호,00435181
1076,맥쿼리아이엠엠액티브채권혼합형2호사모펀드,00435190
1077,마이다스코스닥50인덱스펀드,00435215
1078,동부건설제일차유동화전문유한회사,00429214
1079,유한건설,00372387
1080,캐피탈링크,00430061
1081,해와달유동화전문유한회사,00432546
1082,JAPANLONGSHORTCAYMANPARTNERSL.P.,00429603
1083,Chanson&Affiliates,00328207
1084,디더블유씨이차유동화전문유한회사,00428710
1085,거버너스엠앤에이사모펀드4호,00435233
1086,크리스탈엠앤에이사모펀드1호,00435242
1087,LG공모주혼합형펀드,00435251
1088,맥쿼리IMM포세이돈3채권형사모,00435260
1089,맥쿼리IMM턴플러스전환형펀드,00435288
1090,맥쿼리아이엠엠프라임4채권혼합형사모펀드,00435303
1091,삼성프론티어제십삼차유동화전문유한회사,00429746
1092,부국씨앤씨,00386043
1093,코스팩,00435932
1094,화승산업개발,00416618
1095,크레디피아제삼십칠차유동화전문유한회사,00429755
1096,굿모닝시티,00443551
1097,덕성건설,00443676
1098,미디어렉스,00406259
1099,라인산업,00435668
1100,코시스테크놀로지,00444161
1101,동우기공,00246426
1102,세아모스마케팅,00441492
1103,에센디화장품,00367507
1104,세텔렘캐피탈,00368445
1105,한국휘쉬바크,00371865
1106,인산기업,00245870
1107,리젠스,00407249
1108,등림,00215116
1109,알티에스코리아,00262521
1110,승우금속,00407577
1111,MonetaryAuthorityOfSingapore,00441988
1112,연희정보통신,00368940
1113,이지소프텍,00365059
1114,대원광통신,00410030
1115,우성하우징,00318884
1116,체육복권판매,00368250
1117,삼원세라믹스,00228183
1118,이레인테크,00426369
1119,피엠텍,00452470
1120,와이비물산,00368612
1121,하버세이,00449263
1122,동서중공업,00386478
1123,홍삼나라,00445887
1124,용봉에너지,00415169
1125,성안산업,00132901
1126,삼손퍼라이트,00235129
1127,건륭건설,00221144
1128,화진실업,00452610
1129,두보물산,00222453
1130,주은삼차유동화전문,00272591
1131,동양코람유동화전문유한회사,00286318
1132,국민카드제육차유동화전문유한회사,00401768
1133,국민카드제십이차유동화전문유한회사,00419059
1134,세화시스템,00420189
1135,서원회계법인,00260240
1136,동신산업,00178693
1137,크레딧크리에이터유동화전문유한회사,00350002
1138,홍익종합건설,00241184
1139,홍익종합건설,00224372
1140,용담콘크리트,00420055
1141,"i-CapitalCo.,Ltd.",00375108
1142,로보노이드,00422901
1143,NortheastAsiaInvestmentsPte.Ltd.,00420259
1144,글로벌외환제오차유동화전문유한회사,00420505
1145,네모파트너즈에프앤브이,00421674
1146,에스티비,00422956
1147,한투이차유동화전문유한회사,00315407
1148,"NiceClaupCo.,Ltd.",00419129
1149,디워텍,00421708
1150,그린정보통신,00400194
1151,피알아이오토메이션잉크,00342720
1152,GoldmanSachsInternational,00420462
1153,드림론일차유동화전문유한회사,00423238
1154,시흥유통관리,00265148
1155,KTB프라임9호혼합형사모펀드,00435826
1156,뉴스테이트타이탄혼합형펀드,00435844
1157,신이천삼유동화전문유한회사,00433475
1158,지우산업,00432360
1159,크레디피아이천삼유동화전문유한회사,00433280
1160,노량진정진,00380216
1161,인터파크테크놀러지,00364874
1162,피이아이코리아사모엠엔에이이호펀드,00435279
1163,텔슨저축제일차유동화전문유한회사,00430681
1164,서울캐피탈홀딩스,00388209
1165,에스지홀딩스,00429791
1166,미래엔텍프로패셔널,00429807
1167,한원홀딩스,00429825
1168,J.&W.Seligman&Co.Incorporated,00432120
1169,R&JHOLDINGSLIMITED,00433147
1170,예스닉,00331487
1171,대명전자,00430441
1172,부라더유통,00204147
1173,알텍,00430371
1174,마이다스국공채혼합형펀드,00348450
1175,브레인룸,00234467
1176,부산벼룩시장,00319193
1177,고려종합금융,00122296
1178,티와이아이비유동화전문유한회사,00399339
1179,전일실업,00147408
1180,엘에이알강서몰유동화전문유한회사,00439716
1181,외환카드제칠차유동화전문유한회사,00431015
1182,안성산업,00366182
1183,텔레포인트인베스트먼트,00409414
1184,스카이다이텍,00441793
1185,한국주택저당채권유동화,00326704
1186,우경물산,00365891
1187,에스엠홀딩스,00442127
1188,풍림종합건설,00442880
1189,원일,00437693
1190,조광종합건설,00209391
1191,한보금속공업,00220774
1192,대성약품,00441517
1193,루텍,00248655
1194,디지탈선일,00441915
1195,계림개발,00409089
1196,에스에프건설,00386113
1197,쌍삼,00446293
1198,세이퍼컴퓨터,00405029
1199,광주삼성의료센타,00436162
1200,양지,00446947
1201,청호인터내셔날,00209814
1202,청호테크,00227591
1203,대상디벨러먼트,00454724
1204,케이투이앤씨,00447830
1205,금문기업,00416371
1206,우보텔레콤,00408664
1207,새로운넷,00365509
1208,화산기공,00454681
1209,삼부봉제,00452106
1210,서초엔터프라이즈,00305622
1211,일신가공,00170655
1212,신기그룹,00116602
1213,이지체크제일차유동화전문유한회사,00419527
1214,동남기업,00367242
1215,팬아시아페이퍼청원,00256584
1216,한국이텍스,00455255
1217,신광화학,00305145
1218,유테크정보통신,00357421
1219,삼정건설,00190996
1220,클로버유동화전문유한회사,00374747
1221,ABNAMROASIASECURITIESSINGAPOREPTELTD,00457253
1222,피이아이코리아사모엠엔에이삼호펀드,00457271
1223,가우디,00237206
1224,StandardPacificCapitalLLC,00424477
